person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,dti_ratio,interest_burden,Cluster,Default_Probability,Risk_Level,Home Ownership,Loan Purpose,Loan Grade,Default History,Actual Default Status,Cluster_Name,Income Group,Age Group
25,24000,0.8575014825966232,3557,15.255838011495836,0.15,4,0.1482135385779237,54250.02193125315,1,0.99945337,High Risk,RENT,HOMEIMPROVEMENT,D,N,Default,Medium Risk,Middle Income,20-25
24,30372,0.7453030987361655,10000,14.624906061974723,0.3262734845063192,2,0.32932632742614965,146249.06061974724,0,0.99992764,High Risk,RENT,MEDICAL,C,N,Default,Low Risk,Middle Income,20-25
33,40000,1.0,7200,9.32,0.18,8,0.18,67104.0,2,0.026647683,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,Upper Middle Income,25-30
32,25591,4.0,5000,10.65,0.2,9,0.195381188699152,53250.0,1,0.01616413,Low Risk,RENT,VENTURE,B,N,No Default,Medium Risk,Middle Income,25-30
26,62890,7.66479710454816,17223,8.440444300622177,0.27446937193935783,5,0.2744290319612066,143260.44430062218,0,0.89786816,High Risk,OWN,MEDICAL,A,N,Default,Low Risk,Low Income,20-25
56,70000,7.0,15000,10.38,0.21,24,0.2142857142857142,155700.0,0,0.013954523,Low Risk,MORTGAGE,PERSONAL,B,N,No Default,Low Risk,Low Income,35-40
26,109000,0.0,20000,6.54,0.18,3,0.1834862385321101,130800.0,0,0.021431964,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,Low Risk,High Income,20-25
21,42000,5.0,3500,10.37,0.08,4,0.0833333333333333,36295.0,1,0.13453628,Low Risk,RENT,DEBTCONSOLIDATION,B,N,No Default,Medium Risk,Upper Middle Income,20-25
22,86000,4.0,24000,7.51,0.28,2,0.2790697674418604,180240.0,0,0.08145897,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,Low Risk,High Income,20-25
31,38970,4.0,5750,12.68,0.15,7,0.1475493969720297,72910.0,1,0.17360073,Low Risk,MORTGAGE,MEDICAL,C,Y,No Default,Medium Risk,Upper Middle Income,25-30
23,90000,0.0,10000,7.49,0.11,3,0.1111111111111111,74900.0,2,0.007796481,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,High Risk,High Income,20-25
23,32400,4.0,4500,7.49,0.14,3,0.1388888888888889,33705.0,2,0.16246453,Low Risk,RENT,MEDICAL,A,N,No Default,High Risk,Middle Income,20-25
26,67983,7.0,15000,16.49,0.19,3,0.2206433961431534,247350.0,0,0.9696065,High Risk,MORTGAGE,MEDICAL,D,N,Default,Low Risk,Low Income,20-25
28,55000,7.0,8000,10.99,0.15,8,0.1454545454545454,87920.0,1,0.04761912,Low Risk,MORTGAGE,MEDICAL,A,N,No Default,Medium Risk,Upper Middle Income,20-25
23,29666,1.0,3000,9.32,0.1,3,0.1011258679970336,27960.0,2,0.029876864,Low Risk,OTHER,VENTURE,A,N,No Default,High Risk,Middle Income,20-25
41,85220,0.24350626073859472,9730,12.11269552910297,0.1097402504295438,10,0.11445871188347215,116144.12307635279,1,0.9789368,High Risk,OWN,HOMEIMPROVEMENT,B,N,Default,Medium Risk,High Income,25-30
39,168000,2.0,18000,17.93,0.11,11,0.1071428571428571,322740.0,0,0.9480127,High Risk,RENT,HOMEIMPROVEMENT,E,N,Default,Low Risk,High Income,25-30
38,80000,17.0,6000,11.83,0.07,12,0.075,70980.0,1,0.02498931,Low Risk,RENT,PERSONAL,B,N,No Default,Medium Risk,High Income,25-30
35,69000,2.0,25500,17.27,0.37,5,0.3695652173913043,440385.0,0,0.2143113,Medium Risk,MORTGAGE,VENTURE,D,N,Default,Low Risk,Low Income,25-30
29,34900,2.0,11200,9.99,0.32,10,0.3209169054441261,111888.0,0,0.99598384,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Middle Income,20-25
28,99700,2.0,18600,14.26,0.19,8,0.1865596790371113,265236.0,0,0.09924958,Low Risk,RENT,DEBTCONSOLIDATION,C,Y,No Default,Low Risk,High Income,20-25
25,48996,8.0,5000,9.88,0.1,2,0.1020491468691321,49400.00000000001,2,0.21300545,Medium Risk,MORTGAGE,PERSONAL,B,N,Default,High Risk,Upper Middle Income,20-25
25,70684,4.736858466240484,3136,10.521575429758295,0.046842146165601214,3,0.04437150116341268,32967.36625322314,1,0.83960193,High Risk,MORTGAGE,DEBTCONSOLIDATION,B,N,Default,Medium Risk,Low Income,20-25
42,78941,7.928891358451562,24669,13.23554077984215,0.2832148189307526,17,0.3124937435589634,326431.8218116574,0,0.99902916,High Risk,RENT,MEDICAL,C,N,Default,Low Risk,Upper Middle Income,25-30
22,43000,5.0,7000,10.62,0.16,4,0.1627906976744186,74340.0,1,0.17457514,Low Risk,MORTGAGE,MEDICAL,B,N,No Default,Medium Risk,Upper Middle Income,20-25
34,28704,0.0,7000,9.32,0.24,10,0.2438684503901895,65240.0,2,0.034582883,Low Risk,RENT,MEDICAL,A,N,No Default,High Risk,Middle Income,25-30
31,86000,6.629567401453619,3893,13.220322002245968,0.04419711600969079,4,0.04527672233346919,50636.90773831324,1,0.9933768,High Risk,MORTGAGE,DEBTCONSOLIDATION,B,N,Default,Medium Risk,High Income,20-25
23,25000,2.0,1800,12.69,0.07,3,0.072,22842.0,1,0.31655484,Medium Risk,RENT,MEDICAL,B,N,Default,Medium Risk,Middle Income,20-25
27,87360,1.0,7500,12.54,0.09,8,0.0858516483516483,94050.0,1,0.07542398,Low Risk,RENT,DEBTCONSOLIDATION,C,Y,No Default,Medium Risk,High Income,20-25
25,77915,1.10169976899045,13268,13.69686258662858,0.16826274826742837,4,0.1704671208903067,181224.1255958079,0,0.9763665,High Risk,RENT,HOMEIMPROVEMENT,C,N,Default,Low Risk,Low Income,20-25
27,42412,6.3428937363909705,15737,11.90056081644662,0.3734289373639097,5,0.37099311082044667,187026.1900180866,0,0.9244807,High Risk,OWN,PERSONAL,B,N,Default,Low Risk,Upper Middle Income,20-25
28,81000,11.0,6000,6.17,0.07,8,0.074074074074074,37020.0,2,0.013262189,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,High Income,20-25
33,60677,7.388684483834421,25000,9.935781048258649,0.41322263103233114,9,0.4120373162789147,248394.52620646622,0,0.9998692,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Low Income,20-25
27,84000,3.0,7000,7.29,0.08,10,0.0833333333333333,51030.0,2,0.016192978,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,High Risk,High Income,20-25
23,61665,1.1260610418373977,17825,16.305878635356912,0.24882427292861783,3,0.2891621768913955,290648.03504323267,0,0.99963784,High Risk,RENT,MEDICAL,E,N,Default,Low Risk,Low Income,20-25
29,54012,2.0184558114338467,16211,15.56169488485477,0.2998154418856615,9,0.30012830243242783,252256.92211780083,0,0.9603635,High Risk,OWN,DEBTCONSOLIDATION,C,N,Default,Low Risk,Middle Income,20-25
30,85000,0.0,10000,13.16,0.12,10,0.1176470588235294,131600.0,1,0.019710798,Low Risk,RENT,DEBTCONSOLIDATION,C,Y,No Default,Medium Risk,High Income,20-25
32,64000,1.0,4200,10.99,0.07,5,0.065625,46158.0,1,0.9506078,High Risk,RENT,EDUCATION,D,Y,Default,Medium Risk,Low Income,25-30
33,86000,5.0,15000,16.49,0.17,9,0.1744186046511628,247350.0,0,0.16271213,Low Risk,MORTGAGE,PERSONAL,D,N,No Default,Low Risk,High Income,25-30
39,92000,1.0,20000,14.79,0.22,16,0.217391304347826,295800.0,0,0.16387583,Low Risk,MORTGAGE,PERSONAL,C,N,No Default,Low Risk,High Income,25-30
38,18720,22.0,2500,11.86,0.13,16,0.1335470085470085,29650.0,1,0.016655415,Low Risk,OWN,VENTURE,B,N,No Default,Medium Risk,Middle Income,25-30
36,92000,18.0,4000,7.29,0.04,13,0.0434782608695652,29160.0,2,0.0047475514,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,High Risk,High Income,25-30
27,56992,11.102053449726213,3410,13.260709421855408,0.058204106899452435,4,0.05975364265856397,44290.285006815335,1,0.61026514,High Risk,RENT,DEBTCONSOLIDATION,C,Y,Default,Medium Risk,Low Income,20-25
26,132750,8.0,12000,11.49,0.09,4,0.0903954802259887,137880.0,1,0.16898921,Low Risk,MORTGAGE,HOMEIMPROVEMENT,B,N,No Default,Medium Risk,High Income,20-25
21,19187,5.603503459760926,4340,11.696178200924319,0.22669586216467438,2,0.22618815753553423,50594.26191613307,1,0.99967265,High Risk,OWN,MEDICAL,B,N,Default,Medium Risk,Middle Income,20-25
26,117000,10.0,7200,10.74,0.06,4,0.0615384615384615,77328.0,1,0.009510714,Low Risk,OWN,VENTURE,B,N,No Default,Medium Risk,High Income,20-25
25,110000,9.0,12000,15.99,0.11,3,0.109090909090909,191880.0,1,0.9394346,High Risk,MORTGAGE,DEBTCONSOLIDATION,D,N,Default,Medium Risk,High Income,20-25
22,18890,2.6194209401328337,6172,7.556456570509963,0.33,3,0.3268059757944033,46634.75801551008,2,0.99998283,High Risk,RENT,DEBTCONSOLIDATION,A,N,Default,High Risk,Middle Income,20-25
25,34537,1.3426680622060112,4000,14.418393591508112,0.11328665968896995,5,0.11583141573738194,57673.57436603245,1,0.99409986,High Risk,OWN,MEDICAL,C,N,Default,Medium Risk,Middle Income,20-25
24,68664,4.6564545472755405,11343,13.967439093148915,0.1668709090544892,2,0.16525198346975536,157355.44908934305,1,0.99423474,High Risk,OWN,DEBTCONSOLIDATION,C,N,Default,Medium Risk,Low Income,20-25
23,14088,2.0,1500,8.88,0.11,2,0.1064735945485519,13320.000000000002,2,0.055884317,Low Risk,RENT,MEDICAL,B,N,No Default,High Risk,Middle Income,20-25
25,39614,8.105504597697605,15541,10.257339448276287,0.39356778799488357,7,0.39216695831851156,159080.76796446423,0,0.99970657,High Risk,RENT,MEDICAL,A,N,Default,Low Risk,Upper Middle Income,20-25
33,140000,2.0,6000,6.76,0.04,6,0.0428571428571428,40560.0,2,0.0074238386,Low Risk,MORTGAGE,HOMEIMPROVEMENT,A,N,No Default,High Risk,High Income,25-30
33,28000,3.0,4800,7.49,0.17,10,0.1714285714285714,35952.0,2,0.00040391102,Low Risk,OWN,VENTURE,A,N,No Default,High Risk,Middle Income,25-30
29,92000,3.0,11200,10.99,0.12,5,0.1217391304347826,123088.0,1,0.020067371,Low Risk,MORTGAGE,HOMEIMPROVEMENT,A,N,No Default,Medium Risk,High Income,20-25
27,30000,10.014537488197996,10000,17.58,0.33,5,0.3333333333333333,175799.99999999997,0,0.9980262,High Risk,RENT,MEDICAL,D,N,Default,Low Risk,Middle Income,20-25
26,67900,2.0,2400,8.49,0.04,4,0.0353460972017673,20376.0,2,0.04215309,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,High Risk,Low Income,20-25
27,39948,2.819855866702145,11024,7.846413144638817,0.2745956760010643,5,0.2759457510325347,85555.88469336172,1,0.9973429,High Risk,OTHER,EDUCATION,A,N,Default,Medium Risk,Upper Middle Income,20-25
24,45000,1.0,12000,10.99,0.27,3,0.2666666666666666,131880.0,0,0.00915734,Low Risk,RENT,VENTURE,B,N,No Default,Low Risk,Upper Middle Income,20-25
36,25000,2.0,6200,9.91,0.25,14,0.248,61442.0,2,0.027335659,Low Risk,RENT,PERSONAL,B,N,Default,High Risk,Middle Income,25-30
22,39000,1.0,5000,18.201301533820313,0.13,4,0.1282051282051282,91006.50766910156,1,0.6240598,High Risk,MORTGAGE,PERSONAL,E,N,Default,Medium Risk,Upper Middle Income,20-25
25,72000,7.0,15000,12.68,0.21,3,0.2083333333333333,190200.0,0,0.15630919,Low Risk,RENT,DEBTCONSOLIDATION,C,N,No Default,Low Risk,Low Income,20-25
24,32000,1.0,12000,7.29,0.38,2,0.375,87480.0,0,0.99774677,High Risk,RENT,MEDICAL,A,N,Default,Low Risk,Middle Income,20-25
25,33000,9.0,5000,8.49,0.15,3,0.1515151515151515,42450.0,2,0.0061800377,Low Risk,MORTGAGE,VENTURE,A,N,No Default,High Risk,Middle Income,20-25
24,39000,2.076620096355612,7215,16.369497324155713,0.18645972057813368,3,0.18500830818643904,117796.96239642242,1,0.99954695,High Risk,RENT,PERSONAL,D,N,Default,Medium Risk,Upper Middle Income,20-25
41,38500,6.0,7500,8.49,0.19,12,0.1948051948051948,63675.0,2,0.055247437,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,High Risk,Middle Income,30-35
26,44000,1.9216428866629722,5783,13.652761435065853,0.13519589278334257,5,0.13145034489205484,78866.20073317848,1,0.9798639,High Risk,MORTGAGE,EDUCATION,C,Y,Default,Medium Risk,Upper Middle Income,20-25
31,42100,4.0,5000,10.36,0.12,9,0.1187648456057007,51800.0,1,0.14211251,Low Risk,RENT,DEBTCONSOLIDATION,B,N,No Default,Medium Risk,Upper Middle Income,25-30
32,18068,3.822825894386328,2933,6.271399718898628,0.1660135826236924,7,0.16234094021432557,18051.464632029027,1,0.9998466,High Risk,RENT,DEBTCONSOLIDATION,A,N,Default,Medium Risk,Middle Income,25-30
25,45992,8.991316676874003,10997,12.684254828331738,0.23995658338437,2,0.2391036382160987,139481.5919425731,0,0.7797718,High Risk,MORTGAGE,EDUCATION,C,N,Default,Low Risk,Upper Middle Income,20-25
22,72000,6.0,12000,10.99,0.17,4,0.1666666666666666,131880.0,1,0.042316135,Low Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,Low Income,20-25
31,66360,8.0,7000,11.86,0.11,6,0.1054852320675105,83020.0,1,0.20326807,Medium Risk,MORTGAGE,HOMEIMPROVEMENT,B,N,No Default,Medium Risk,Low Income,25-30
22,62758,2.0,6400,8.49,0.1,3,0.1019790305618407,54336.0,2,0.03482325,Low Risk,RENT,EDUCATION,A,N,No Default,High Risk,Low Income,20-25
25,108000,5.0,10000,7.88,0.09,3,0.0925925925925925,78800.0,2,0.0013551125,Low Risk,MORTGAGE,VENTURE,A,N,No Default,High Risk,High Income,20-25
24,35364,1.0,20000,12.53,0.57,4,0.5655468838366701,250600.0,0,0.99757296,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Middle Income,20-25
24,79533,4.423347731592545,6282,15.875850540616351,0.08352789776327121,3,0.0790603583473677,97972.99568052223,1,0.9971468,High Risk,OWN,MEDICAL,D,N,Default,Medium Risk,Upper Middle Income,20-25
24,18000,3.0,1200,11.34,0.07,4,0.0666666666666666,13608.0,1,0.08795515,Low Risk,MORTGAGE,VENTURE,C,Y,No Default,Medium Risk,Middle Income,20-25
22,70000,1.0,8400,7.88,0.12,2,0.12,66192.0,2,0.030343985,Low Risk,MORTGAGE,MEDICAL,A,N,No Default,High Risk,Low Income,20-25
36,21324,0.0,7550,14.61,0.35,13,0.3540611517538923,110305.5,0,0.99905044,High Risk,RENT,DEBTCONSOLIDATION,D,N,Default,Low Risk,Middle Income,25-30
31,73100,0.0,16000,10.99,0.19,6,0.2188782489740082,175840.0,0,0.96776944,High Risk,MORTGAGE,MEDICAL,E,Y,Default,Low Risk,Low Income,25-30
30,42000,4.0,10000,16.11,0.24,9,0.238095238095238,161100.0,1,0.5386135,High Risk,RENT,MEDICAL,C,N,No Default,Medium Risk,Upper Middle Income,20-25
24,110000,8.0,27300,7.51,0.25,3,0.2481818181818181,205023.0,0,0.033250183,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,Low Risk,High Income,20-25
27,74234,3.0295717156371063,20000,15.05,0.2659408565687258,4,0.2695237583851692,301000.0,0,0.8901243,High Risk,RENT,HOMEIMPROVEMENT,D,Y,Default,Low Risk,Low Income,20-25
24,16000,0.0,3250,12.42,0.2,4,0.203125,40365.0,1,0.99781954,High Risk,RENT,VENTURE,B,N,Default,Medium Risk,Middle Income,20-25
25,42000,2.0,6600,10.65,0.16,4,0.1571428571428571,70290.0,1,0.104941204,Low Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,Upper Middle Income,20-25
21,38000,5.0,3500,10.59,0.09,3,0.0921052631578947,37065.0,1,0.009001901,Low Risk,RENT,VENTURE,B,N,No Default,Medium Risk,Middle Income,20-25
24,37000,2.0,7000,7.51,0.19,4,0.1891891891891892,52570.0,2,0.13987581,Low Risk,RENT,MEDICAL,A,N,No Default,High Risk,Middle Income,20-25
25,24000,7.125027308769554,9166,12.328740988106048,0.38125027308769555,3,0.3819338568813733,112133.93379576302,0,0.9996712,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Middle Income,20-25
28,245630,9.452325917845908,12464,16.517830396073112,0.048452325917845915,7,0.05069721180924634,203975.95536073702,1,0.9802847,High Risk,RENT,HOMEIMPROVEMENT,C,N,Default,Medium Risk,High Income,20-25
25,157000,8.0,28000,7.49,0.18,4,0.1783439490445859,209720.0,0,0.011302489,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,Low Risk,High Income,20-25
25,46000,5.0,6000,10.99,0.13,3,0.1304347826086956,65940.0,1,0.16152765,Low Risk,MORTGAGE,MEDICAL,B,N,Default,Medium Risk,Upper Middle Income,20-25
30,49110,2.0,19775,12.42,0.4,9,0.4026674811647322,245605.5,0,0.9982659,High Risk,RENT,PERSONAL,B,N,Default,Low Risk,Upper Middle Income,20-25
28,25000,1.0,12000,9.83,0.48,9,0.48,117960.0,0,0.9985195,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Middle Income,20-25
30,80000,5.0,13600,12.42,0.17,9,0.17,168912.0,0,0.022833422,Low Risk,RENT,PERSONAL,B,N,No Default,Low Risk,High Income,20-25
31,73000,4.0,16000,19.41,0.22,6,0.2191780821917808,310560.0,0,0.82571024,High Risk,MORTGAGE,HOMEIMPROVEMENT,F,Y,Default,Low Risk,Low Income,25-30
21,12000,5.70847285783685,4911,11.785787418146885,0.4129152714216315,2,0.4092867410641995,57763.499239592806,0,0.9998134,High Risk,OWN,PERSONAL,B,N,Default,Low Risk,Middle Income,20-25
23,92000,7.0,9000,6.92,0.1,2,0.0978260869565217,62280.0,2,0.008562564,Low Risk,RENT,EDUCATION,A,N,No Default,High Risk,High Income,20-25
37,62000,21.051049687362877,3008,10.99,0.04,12,0.04854469538820315,33060.64827322647,1,0.62118345,High Risk,MORTGAGE,MEDICAL,B,N,Default,Medium Risk,Low Income,25-30
24,21876,4.138503525005364,7267,7.1892244712491955,0.336731294062567,2,0.3332913731682367,52171.703718467754,2,0.999619,High Risk,RENT,EDUCATION,A,N,Default,High Risk,Middle Income,20-25
29,88000,9.0,25000,14.46,0.28,10,0.2840909090909091,361500.0,0,0.46844,Medium Risk,RENT,PERSONAL,D,Y,Default,Low Risk,High Income,20-25
43,33500,4.0,6225,14.79,0.19,17,0.185820895522388,92067.75,1,0.12915693,Low Risk,RENT,PERSONAL,C,N,No Default,Medium Risk,Middle Income,30-35
24,30255,6.117101533583396,14313,11.732670542923064,0.4737236717786113,5,0.4733336561747778,167891.38164110694,0,0.9999491,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Middle Income,20-25
21,59800,5.0,5000,11.36,0.08,3,0.0836120401337792,56800.0,1,0.34528837,Medium Risk,RENT,PERSONAL,B,N,No Default,Medium Risk,Low Income,20-25
37,32471,4.0,2129,10.445076461989473,0.06516515201905713,10,0.06557858874146798,22036.81667220963,1,0.15592377,Low Risk,OWN,EDUCATION,B,N,Default,Medium Risk,Middle Income,25-30
41,150000,13.0,20000,19.47,0.13,15,0.1333333333333333,389400.0,0,0.5479867,High Risk,RENT,PERSONAL,F,N,No Default,Low Risk,High Income,30-35
37,50167,8.959475507084726,12646,16.795196657312164,0.25,13,0.25208059394608023,212362.64359773987,0,0.9952643,High Risk,MORTGAGE,DEBTCONSOLIDATION,D,N,Default,Low Risk,Upper Middle Income,20-25
37,48000,8.0,3000,6.99,0.06,14,0.0625,20970.0,2,0.05091708,Low Risk,RENT,EDUCATION,A,N,No Default,High Risk,Upper Middle Income,25-30
47,40788,1.141655944481876,6828,16.199298153588465,0.1657082797224094,17,0.16759735183726926,110495.60085557903,1,0.9996544,High Risk,RENT,HOMEIMPROVEMENT,D,N,Default,Medium Risk,Upper Middle Income,30-35
22,40000,6.0,5000,6.03,0.13,2,0.125,30150.0,2,0.013810034,Low Risk,MORTGAGE,MEDICAL,A,N,No Default,High Risk,Upper Middle Income,20-25
25,146884,8.41165379056422,25882,18.64755610826266,0.1741165379056422,5,0.17735942302196744,481624.1655111142,0,0.94985133,High Risk,MORTGAGE,HOMEIMPROVEMENT,E,N,Default,Low Risk,High Income,20-25
40,62000,3.0,8000,8.49,0.13,15,0.1290322580645161,67920.0,2,0.039895575,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,High Risk,Low Income,25-30
25,100000,4.0,15000,11.28,0.15,4,0.15,169200.0,0,0.08503189,Low Risk,OWN,MEDICAL,C,N,No Default,Low Risk,High Income,20-25
31,99638,4.9347285067748015,20733,16.569727708279974,0.20172631088633813,9,0.20817021910052583,341827.5140071839,0,0.9911782,High Risk,OWN,PERSONAL,D,N,Default,Low Risk,High Income,20-25
42,153000,7.0,25000,20.53,0.16,14,0.1633986928104575,513250.0,0,0.9298884,High Risk,MORTGAGE,EDUCATION,G,N,Default,Low Risk,High Income,30-35
36,74000,9.0,1500,10.62,0.02,16,0.0202702702702702,15929.999999999998,1,0.11674093,Low Risk,MORTGAGE,EDUCATION,B,N,No Default,Medium Risk,Low Income,25-30
26,32500,8.0,3000,13.22,0.09,3,0.0923076923076923,39660.0,1,0.27672252,Medium Risk,MORTGAGE,DEBTCONSOLIDATION,C,Y,No Default,Medium Risk,Middle Income,20-25
25,93000,3.0,12000,10.99,0.13,3,0.1290322580645161,131880.0,1,0.023865374,Low Risk,RENT,EDUCATION,B,N,No Default,Medium Risk,High Income,20-25
30,36400,2.0,12000,10.65,0.33,9,0.3296703296703296,127800.0,0,0.99613476,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Middle Income,20-25
23,19048,1.512967698199833,6000,10.59,0.31756483849099915,2,0.3149884337141444,63540.0,0,0.99992836,High Risk,RENT,EDUCATION,B,N,Default,Low Risk,Middle Income,20-25
27,12714,0.0,3126,10.671566619761226,0.25021799239611264,7,0.24660625758318103,33323.81486693197,1,0.9985085,High Risk,RENT,PERSONAL,B,N,Default,Medium Risk,Middle Income,20-25
24,68000,5.0,15000,15.58,0.19,4,0.2205882352941176,233700.0,0,0.85372335,High Risk,RENT,MEDICAL,D,Y,Default,Low Risk,Low Income,20-25
28,57360,3.0,23000,10.99,0.4,8,0.400976290097629,252770.0,0,0.08888753,Low Risk,MORTGAGE,PERSONAL,B,N,No Default,Low Risk,Low Income,20-25
33,103000,0.0,9000,14.65,0.09,9,0.087378640776699,131850.0,1,0.12389416,Low Risk,RENT,EDUCATION,C,Y,Default,Medium Risk,High Income,25-30
26,68500,0.0,6500,11.14,0.09,2,0.0948905109489051,72410.0,1,0.26019827,Medium Risk,MORTGAGE,EDUCATION,B,N,No Default,Medium Risk,Low Income,20-25
25,51780,8.0,12000,13.47,0.23,3,0.2317497103128621,161640.0,0,0.18783247,Low Risk,RENT,MEDICAL,C,N,Default,Low Risk,Upper Middle Income,20-25
25,102029,0.3595290043775282,15042,12.39935369715991,0.13842825973734832,3,0.14716870106488955,182226.43151490102,0,0.99588674,High Risk,OTHER,EDUCATION,D,N,Default,Low Risk,High Income,20-25
25,40351,5.388777352290022,8925,11.69194405544025,0.2231462892048337,6,0.22169541948620966,103127.37469000508,0,0.9419538,High Risk,RENT,DEBTCONSOLIDATION,B,N,Default,Low Risk,Upper Middle Income,20-25
21,41000,4.0,3000,5.79,0.07,4,0.073170731707317,17370.0,2,0.060403347,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,Upper Middle Income,20-25
26,86000,11.0,9250,11.12,0.11,4,0.1075581395348837,102860.0,1,0.17969489,Low Risk,MORTGAGE,DEBTCONSOLIDATION,B,N,No Default,Medium Risk,High Income,20-25
30,70000,9.0,7000,8.9,0.1,8,0.1,62300.0,2,0.053699385,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,Low Income,20-25
25,65000,1.0,12000,7.49,0.18,4,0.1846153846153846,89880.0,2,0.020933257,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,Low Income,20-25
24,200000,0.0,3025,6.17,0.02,3,0.015125,18664.25,2,0.00333477,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,High Risk,High Income,20-25
23,29086,4.951488129973713,5975,7.9095922407160355,0.20854464389921137,3,0.20552807590322653,47251.62055603462,2,0.8644018,High Risk,OWN,EDUCATION,A,N,Default,High Risk,Middle Income,20-25
30,75000,4.0,15000,11.48,0.2,7,0.2,172200.0,0,0.0059728744,Low Risk,MORTGAGE,VENTURE,B,N,No Default,Low Risk,Low Income,20-25
31,44000,6.0,17350,13.55,0.39,7,0.3943181818181818,235092.5,0,0.40553844,Medium Risk,OWN,HOMEIMPROVEMENT,D,Y,No Default,Low Risk,Upper Middle Income,25-30
31,78411,9.0,1400,10.99,0.02,6,0.0178546377421535,15386.0,1,0.026188146,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,Medium Risk,Low Income,25-30
